age,gender,split,final,nationality,size,weight
37,M,01:47:45,04:02:54,IT,163.26,67.7
42,M,01:45:15,04:02:54,AU,166.71,62.6
50,M,01:46:26,04:02:55,IT,161.41,77.7
44,M,02:00:30,04:02:55,IT,166.53,65.2
34,M,01:35:27,04:02:55,AU,167.43,77.1
55,M,01:55:52,04:02:56,DE,161.2,62.3
40,M,01:53:13,04:02:56,IT,162.79,79.6
30,M,02:02:06,04:02:57,DE,161.29,65
49,M,01:47:56,04:02:57,AU,166.65,62.4
30,W,01:52:00,04:02:56,DE,154.29,57.6
44,M,01:50:35,04:02:56,AU,167.34,61.5
42,W,01:56:20,04:02:56,AU,146.22,49
34,M,01:47:56,04:02:59,DE,161.66,90.4
40,M,01:49:15,04:02:59,DE,161.6,90.1
24,M,01:53:17,04:02:59,IT,166.67,61.6
27,M,01:45:36,04:02:59,IT,161.26,79.4
36,M,01:53:46,04:02:59,AU,164.46,61.5
56,M,01:43:17,04:03:00,DE,164.59,65.1
34,M,01:55:10,04:03:00,IT,169.43,64.7
30,W,01:53:43,04:03:01,AU,143.69,41.2
51,M,01:43:06,04:03:02,IT,166.47,63.6
33,W,01:50:15,04:03:02,IT,154.37,41.4
43,M,01:50:31,04:03:02,AU,163.05,79.6
46,M,01:52:19,04:03:03,IT,162.02,60.1
42,M,01:56:39,04:03:03,AU,166.3,62.3
36,M,01:45:34,04:03:04,DE,162.24,64.5
33,M,01:42:27,04:03:04,DE,161.95,92.4
34,M,01:41:43,04:03:04,IT,169.42,60.4
43,M,01:46:19,04:03:04,IT,165.01,62.5
31,W,01:50:35,04:03:05,AU,146.12,45.5
46,M,01:49:23,04:03:05,IT,163.37,65
37,M,01:40:42,04:03:06,IT,165.96,62.1
52,M,01:56:39,04:03:07,AU,165.39,63.6
36,W,01:46:25,04:03:07,AU,146.16,51.6
22,M,01:37:26,04:03:06,AU,162.39,61.7
39,M,01:49:56,04:03:06,DE,163.65,67.6
36,M,01:56:15,04:03:06,DE,169.13,62.6
56,M,01:53:11,04:03:06,AU,161.34,76.7
39,W,01:45:37,04:03:10,AU,145.16,46.6
31,M,01:46:07,04:03:11,AU,165.15,61.1
45,M,01:49:40,04:03:11,AU,161.76,62
31,M,01:57:46,04:03:11,IT,165.02,65.6
36,M,01:51:41,04:03:12,AU,163.75,76.9
39,M,01:44:36,04:03:12,IT,165.73,66.2
56,M,01:50:59,04:03:14,AU,161.45,63.1
33,W,01:50:52,04:03:14,AU,145.14,41.4
29,M,01:54:51,04:03:14,AU,161.19,65.6
46,W,01:43:47,04:03:15,IT,155.66,46.6
43,M,01:56:55,04:03:15,IT,164.37,64.4
20,M,01:41:27,04:03:15,AU,166.35,60.9
33,M,01:46:16,04:03:15,AU,160.35,77.6
34,W,01:59:30,04:03:16,AU,145.47,44.2
41,M,01:46:27,04:03:16,IT,167.61,62.1
26,W,01:49:17,04:03:16,IT,154.33,41.4
45,W,01:46:15,04:03:17,DE,155.51,56.1
43,M,01:57:36,04:03:17,IT,162.6,62.3
26,W,01:52:53,04:03:16,DE,154.67,61.9
29,M,01:46:37,04:03:16,AU,162.6,62.6
45,M,01:46:19,04:03:16,DE,163.76,67.3
31,M,01:55:02,04:03:16,DE,163.07,65.9
36,M,01:41:44,04:03:16,AU,169.36,60.3
39,W,01:53:52,04:03:19,AU,144.06,46.6
41,M,01:44:47,04:03:19,DE,165.06,65.1
49,M,01:46:21,04:03:19,IT,166.33,79.5
33,W,01:46:39,04:03:19,DE,156.1,56.9
39,W,01:46:42,04:03:19,IT,155.36,46.5
40,M,01:47:56,04:03:19,IT,161.67,60.3
40,W,01:59:32,04:03:20,DE,156.35,56.6
31,M,01:36:26,04:03:21,IT,162.59,63.3
56,M,01:57:16,04:03:21,DE,161.31,66
43,W,01:51:00,04:03:21,DE,154.79,56.5
27,M,01:55:59,04:03:21,DE,160.67,93.5
34,M,01:50:26,04:03:22,IT,162.5,61.2
55,M,01:44:49,04:03:22,IT,166.62,62
31,W,01:52:24,04:03:22,IT,154.57,45.6
29,W,01:47:43,04:03:22,IT,153.9,41.6
40,M,01:43:46,04:03:22,AU,167.66,64.2
63,M,01:47:10,04:03:23,IT,163.35,64.3
26,W,01:49:44,04:03:24,IT,156.69,45.3
51,M,01:49:27,04:03:24,IT,162.62,62
49,M,01:55:36,04:03:24,IT,169.91,65.7
32,M,01:51:39,04:03:24,AU,164.44,60.4
66,W,01:47:27,04:03:25,AU,146.37,41.7
42,M,01:55:36,04:03:25,AU,166.62,77.7
34,M,01:55:23,04:03:25,IT,169.72,64.3
25,W,01:49:51,04:03:26,AU,146.16,45.7
40,W,01:54:06,04:03:26,IT,153.02,50.2
31,M,01:46:26,04:03:27,AU,164.65,77.4
44,M,01:49:52,04:03:27,AU,161.16,61.1
26,M,01:56:15,04:03:27,AU,167.39,61.4
50,M,01:49:56,04:03:26,DE,160.69,62.4
45,M,01:46:17,04:03:26,IT,166.14,79.9
32,M,01:50:33,04:03:29,IT,163.6,67.4
52,M,01:51:43,04:03:29,IT,169.26,62
53,M,01:49:30,04:03:30,IT,162.27,65.9
41,M,01:44:37,04:03:30,DE,160.65,64.6
36,M,01:41:56,04:03:30,AU,162.94,76.6
39,M,01:46:50,04:03:30,AU,162.96,67.5
31,M,01:47:02,04:03:30,AU,169.09,62.7
50,M,01:55:54,04:03:30,DE,162.56,67.2
31,M,01:54:54,04:03:31,DE,162,62.7
27,W,01:50:52,04:03:31,AU,143.72,41.5
50,M,01:47:02,04:03:31,DE,161.11,67.4
42,M,01:52:20,04:03:31,AU,167.62,76.6
30,M,01:46:25,04:03:31,IT,164.67,61.6
42,W,01:51:49,04:03:31,DE,155.03,56.6
26,W,01:47:57,04:03:33,IT,153.73,46
31,M,01:47:56,04:03:33,DE,162.27,64.9
31,M,01:47:32,04:03:33,IT,161.62,63.1
66,M,01:46:03,04:03:33,IT,163.49,76.6
27,W,01:49:23,04:03:35,AU,144.51,50.6
47,W,01:52:14,04:03:35,DE,155.67,57.3
33,M,01:50:03,04:03:36,AU,163.35,77.1
45,M,01:46:06,04:03:36,IT,163.29,61.9
37,M,01:49:05,04:03:37,DE,161.2,62.5
32,M,01:51:50,04:03:37,DE,169.6,67.3
26,M,01:53:06,04:03:37,IT,162.04,79.2
36,M,01:50:51,04:03:37,DE,162.55,93.2
42,M,01:46:16,04:03:37,DE,162.96,66.1
41,M,01:54:51,04:03:37,DE,163.1,67.5
26,M,01:42:46,04:03:37,AU,162.6,60.6
24,M,01:56:39,04:03:37,DE,160.47,91.5
42,M,01:42:36,04:03:37,AU,160.75,64.2
26,W,01:54:06,04:03:36,AU,144.99,45.7
46,W,01:57:36,04:03:36,AU,145.54,41.6
43,M,01:49:26,04:03:36,IT,166.06,77.9
46,W,01:51:52,04:03:36,DE,154.55,57.9
64,M,01:55:19,04:03:39,AU,166.99,77.9
37,M,01:40:47,04:03:39,DE,164.14,60.9
42,M,01:46:43,04:03:40,IT,164.56,65
46,M,01:51:04,04:03:40,DE,160.19,91.3
39,M,01:56:39,04:03:41,DE,162.74,63.2
46,M,01:50:07,04:03:42,IT,166.66,75.6
33,M,01:49:24,04:03:42,AU,169.34,63.3
25,M,01:54:04,04:03:42,DE,165.64,90.1
41,M,01:52:22,04:03:43,AU,160.67,65.3
34,M,01:46:15,04:03:43,DE,164.96,67.2
26,M,01:44:40,04:03:43,DE,162.22,62.9
43,M,01:47:34,04:03:43,IT,166.27,60.6
31,M,01:50:09,04:03:43,AU,164.3,67.2
50,W,01:51:41,04:03:44,IT,153.15,41.2
32,M,01:44:33,04:03:44,AU,163.66,61.5
50,W,01:42:56,04:03:45,AU,146.91,46.5
33,M,01:57:16,04:03:45,DE,166.49,63
44,M,01:46:41,04:03:45,AU,166.66,62.9
40,M,01:47:51,04:03:45,DE,161.03,62.9
32,W,01:54:17,04:03:46,AU,145.49,46.3
46,M,01:53:36,04:03:46,AU,160.65,75.3
47,M,01:42:29,04:03:46,AU,164.52,62.1
36,M,01:46:22,04:03:46,DE,161.26,65.4
46,M,01:50:16,04:03:47,DE,164.74,67.2
50,M,01:49:00,04:03:47,AU,165.01,63
34,M,01:44:26,04:03:47,IT,165.69,65.6
41,M,01:43:50,04:03:47,IT,166.07,64.9
36,W,01:59:51,04:03:49,DE,153.46,60
31,M,01:51:56,04:03:49,IT,166.16,76.7
40,M,01:47:39,04:03:49,IT,164.27,64.7
36,M,01:56:14,04:03:49,DE,163.56,62.9
40,M,01:46:50,04:03:49,AU,167.26,79.1
25,W,01:51:29,04:03:50,IT,155.71,45.6
39,M,01:36:37,04:03:50,DE,161.16,63.9
37,M,01:46:01,04:03:50,AU,169.65,64.3
31,M,01:53:40,04:03:50,DE,161.51,67
56,M,01:57:22,04:03:50,DE,163,67.3
25,M,01:55:46,04:03:50,IT,166.95,62.6
47,M,01:45:56,04:03:50,IT,164.52,76.6
51,M,01:47:39,04:03:50,DE,166.7,65.7
33,M,01:49:33,04:03:51,IT,167.95,60.6
50,M,01:52:19,04:03:51,IT,163.67,79.6
40,W,01:46:23,04:03:52,AU,146.02,49
42,W,01:46:09,04:03:53,DE,155.46,63.7
44,M,01:50:36,04:03:53,AU,165.06,67
34,M,01:50:52,04:03:53,DE,161.67,62.6
27,W,01:52:54,04:03:53,AU,144.91,46.7
54,M,02:00:07,04:03:53,IT,163.43,60.5
42,M,01:47:05,04:03:54,IT,166.37,62.2
30,W,01:51:55,04:03:55,IT,154.65,46.2
36,M,01:46:16,04:03:55,IT,165.04,63
41,M,01:46:07,04:03:56,IT,163.04,60.7
33,M,01:47:25,04:03:56,DE,162.19,62
40,M,01:53:50,04:03:56,IT,162.3,61.5
36,M,01:55:43,04:03:56,DE,163.06,90.5
49,M,01:51:04,04:03:57,IT,165.2,76.5
45,W,01:49:43,04:03:57,AU,144.26,41.2
30,W,01:55:43,04:03:57,DE,155.23,57.5
57,M,01:50:33,04:03:57,AU,160.63,62.3
34,M,01:46:47,04:03:56,IT,161.04,61.6
25,W,01:46:43,04:03:56,DE,154.15,59.4
24,W,01:56:02,04:03:59,IT,156.2,51.7
42,M,01:47:43,04:03:59,DE,161.66,91.6
29,M,01:57:07,04:03:59,IT,162.66,77.3
27,W,01:49:27,04:03:59,IT,153.91,45.2
32,W,01:45:37,04:03:59,AU,143.97,52.3
34,M,01:46:31,04:03:59,IT,167.16,60.4
37,M,01:42:03,04:03:59,IT,160.93,77.5
16,M,01:57:35,04:04:00,AU,163.71,64.7
41,W,01:45:21,04:04:00,DE,153.69,56.1
43,M,01:43:52,04:04:00,DE,162.24,64.6
36,M,01:47:13,04:04:01,AU,167.66,60.7
40,W,01:53:53,04:04:01,AU,145.49,41.5
53,M,01:49:02,04:04:01,DE,164.09,90.3
40,M,01:53:11,04:04:01,IT,163.13,62.7
31,M,01:37:55,04:04:01,IT,160.56,79.5
47,M,01:51:00,04:04:02,IT,167.93,76.9
40,M,01:43:29,04:04:03,IT,165.96,64.7
45,M,01:50:24,04:04:03,AU,169,79.4
44,M,01:47:43,04:04:03,DE,169.05,67.7
44,M,01:42:21,04:04:03,DE,161.15,64.5
27,W,01:53:59,04:04:04,AU,144.02,46.9
50,W,01:49:36,04:04:04,IT,155.04,46
43,W,01:46:03,04:04:04,DE,154.61,56.3
31,W,01:50:53,04:04:05,AU,144.66,44.2
31,M,01:44:35,04:04:05,DE,162.73,65.6
34,M,01:45:54,04:04:05,AU,163.01,62.3
52,W,01:47:52,04:04:06,DE,154.62,56.7
40,M,01:52:52,04:04:06,IT,167.3,60.3
55,W,01:50:49,04:04:06,IT,154.59,46.7
36,M,01:45:43,04:04:06,DE,161.64,61.4
46,M,01:52:31,04:04:07,AU,165.37,60.6
50,M,01:49:04,04:04:07,DE,163.42,63.6
40,M,01:57:32,04:04:07,IT,161.41,62.2
30,M,01:43:20,04:04:07,DE,164.69,91
45,M,01:49:49,04:04:06,AU,167.57,60.4
46,W,01:53:36,04:04:09,AU,144.5,46
53,M,01:46:47,04:04:09,AU,161.02,60.6
49,M,01:47:33,04:04:09,AU,167.65,61.4
49,M,01:45:15,04:04:10,DE,160.75,67
40,W,01:45:26,04:04:11,IT,155.23,46.3
36,M,01:54:27,04:04:11,AU,163.65,61.7
33,M,01:56:46,04:04:11,DE,160.65,66.7
46,M,01:51:56,04:04:11,IT,167.67,77.4
36,M,01:47:26,04:04:12,AU,165.46,65.9
39,M,01:44:44,04:04:12,DE,164.11,65
47,M,01:50:56,04:04:12,DE,169.74,65.7
43,M,01:49:26,04:04:12,IT,160.55,77.7
34,M,01:51:29,04:04:12,IT,162.36,65.2
31,M,01:47:46,04:04:12,IT,161.76,61.2
43,M,01:32:25,04:04:13,AU,162.91,79.6
39,M,01:53:22,04:04:13,DE,167.45,63.9
33,M,01:51:20,04:04:13,IT,164.22,76.4
37,M,01:46:05,04:04:14,IT,166.16,79.2
52,M,01:56:47,04:04:14,DE,160.14,90.6
56,M,01:39:53,04:04:14,IT,161.56,62.6
37,M,01:50:05,04:04:15,DE,161.72,63.5
54,M,01:47:36,04:04:16,IT,163.29,63
41,M,01:44:50,04:04:16,IT,164.24,61.9
46,M,01:47:19,04:04:16,DE,169.4,67.4
41,M,01:47:03,04:04:17,IT,163.66,77.2
41,M,01:45:15,04:04:17,IT,169.32,76
36,M,01:45:31,04:04:17,IT,164.23,60
32,W,01:50:04,04:04:16,AU,146.53,50.4
32,M,01:55:24,04:04:16,DE,163.36,65.9
42,M,01:49:09,04:04:16,AU,169.69,79.9
26,M,01:45:12,04:04:16,AU,160.72,62.2
49,M,01:49:41,04:04:19,DE,161.15,91.6
50,W,01:51:47,04:04:19,DE,154.95,59.7
27,W,01:47:27,04:04:19,AU,144.96,46.7
41,M,01:46:57,04:04:21,IT,166.72,63.7
34,W,01:51:06,04:04:21,DE,155.07,61.2
20,M,01:51:35,04:04:21,AU,162.62,61.6
26,M,01:56:56,04:04:21,IT,164.72,63.2
56,M,01:54:15,04:04:22,AU,166.54,79.6
47,W,01:50:00,04:04:22,DE,153.26,57.6
34,M,01:52:46,04:04:23,DE,163.76,67.9
46,M,01:46:32,04:04:23,AU,164.72,79.6
59,M,01:45:06,04:04:24,IT,166.29,61.6
36,M,01:34:47,04:04:24,IT,166.39,63
56,M,01:50:32,04:04:24,IT,161.1,63.3
60,M,01:52:40,04:04:25,IT,169.61,62.3
36,W,01:59:07,04:04:25,DE,155.65,56.5
57,M,01:50:03,04:04:26,IT,163.65,62.5
40,M,01:59:56,04:04:27,DE,169.15,66.2
36,M,01:52:46,04:04:27,IT,160.26,65.2
26,W,01:54:07,04:04:26,AU,143.65,51.6
30,M,01:47:23,04:04:26,AU,166.63,63
37,M,01:54:05,04:04:30,IT,161.07,79.3
45,M,01:46:09,04:04:30,DE,169.96,63.7
51,M,01:49:49,04:04:30,DE,165.77,62.7
54,M,01:50:25,04:04:31,AU,160.14,63.1
31,M,01:55:00,04:04:31,DE,161.33,64.4
57,M,01:45:36,04:04:31,AU,161.91,60.5
40,M,01:50:11,04:04:31,IT,166.3,63.2
39,M,01:49:22,04:04:31,DE,163.75,64.4
24,M,01:35:26,04:04:31,DE,166.72,93.6
51,M,01:46:15,04:04:32,IT,167.03,60.6
26,M,01:46:42,04:04:32,IT,167.09,67.7
50,M,01:36:57,04:04:32,IT,167.39,64.9
67,M,01:50:37,04:04:32,IT,165.05,67.2
27,M,01:46:34,04:04:32,DE,163.34,62.6
40,W,01:50:21,04:04:32,IT,154.31,46.7
59,M,01:53:04,04:04:33,AU,161.34,79
37,W,01:47:07,04:04:33,AU,144.47,41.6
31,W,01:50:12,04:04:34,AU,146.43,49
37,M,01:57:43,04:04:34,IT,161.63,62.2
53,M,01:52:21,04:04:35,IT,169.92,60.6
51,M,01:50:33,04:04:35,IT,160.96,62.1
25,M,01:50:03,04:04:35,IT,161.46,61.7
46,M,01:46:43,04:04:35,AU,166.34,77.7
33,W,01:46:52,04:04:36,AU,145.36,44.6
46,M,01:56:15,04:04:36,IT,167.44,60.6
43,M,01:56:27,04:04:37,AU,160.95,61.3
36,M,01:54:00,04:04:37,IT,160.16,63.6
52,M,01:51:33,04:04:37,AU,166.12,65.7
27,M,01:44:55,04:04:37,AU,166.44,67.6
49,W,01:49:16,04:04:36,AU,143.92,46.7
29,M,01:45:36,04:04:36,DE,160.69,60
29,M,01:36:16,04:04:36,DE,160.7,67.3
49,M,01:46:24,04:04:36,IT,160.19,63.5
34,W,01:46:53,04:04:39,AU,143.54,46.9
25,W,01:51:01,04:04:39,DE,153.76,56.7
42,M,01:46:36,04:04:39,DE,163.01,64.3
39,W,01:46:29,04:04:39,AU,146.21,46.5
49,M,01:52:57,04:04:40,AU,169.76,61.2
39,M,01:46:13,04:04:41,AU,164.61,60.1
31,M,01:49:51,04:04:41,AU,166.97,64.6
46,M,01:47:41,04:04:41,AU,169.33,79.6
60,M,01:50:35,04:04:41,AU,164.5,65.7
43,M,01:46:13,04:04:41,DE,161.27,65.4
33,W,01:46:50,04:04:42,IT,153.93,44.7
43,M,01:45:21,04:04:42,AU,166.74,76.6
27,M,01:50:42,04:04:43,IT,165.36,73.6
39,M,01:52:47,04:04:43,DE,161.59,67.1
31,M,01:52:33,04:04:43,IT,161.15,77.6
33,M,01:39:06,04:04:44,AU,165.59,79.4
36,M,01:56:35,04:04:44,AU,161.42,64.4
24,M,01:49:36,04:04:44,AU,169.2,62.6
43,M,01:51:35,04:04:44,IT,166.66,76.7
31,M,01:53:04,04:04:45,DE,164.94,66.6
32,M,01:50:47,04:04:45,DE,169.73,67
31,M,01:45:11,04:04:45,DE,163.63,63.1
56,M,01:45:19,04:04:45,DE,161.05,91.5
41,W,01:50:26,04:04:45,IT,156.03,45.6
36,M,01:43:03,04:04:45,IT,166.74,65.6
32,W,01:53:36,04:04:46,IT,153.64,45.7
36,M,01:46:39,04:04:47,IT,166.51,60.2
31,M,01:51:10,04:04:47,DE,162.52,66.1
33,M,01:49:53,04:04:47,AU,169.76,61.9
42,M,01:47:42,04:04:47,IT,163.71,60.7
47,W,01:51:23,04:04:47,DE,155.76,56.2
50,W,01:49:39,04:04:46,DE,153.92,56
50,M,01:43:35,04:04:49,DE,163.25,62.5
49,W,01:51:40,04:04:49,AU,144.04,51.1
43,M,01:57:01,04:04:50,IT,167.11,61
31,W,01:49:41,04:04:51,IT,156.65,46.6
31,W,01:50:17,04:04:51,IT,154,45.5
30,W,01:50:00,04:04:52,DE,155.26,60.5
43,M,01:53:12,04:04:52,IT,161.34,62.2
29,M,01:46:49,04:04:52,AU,163.5,61.1
30,M,01:44:57,04:04:53,IT,164.69,63
44,M,01:50:32,04:04:53,DE,160.6,67.7
47,M,01:46:40,04:04:53,DE,162.53,91
62,M,01:53:56,04:04:53,AU,166.92,61.5
43,M,01:39:26,04:04:53,AU,161.54,62
36,M,01:54:45,04:04:53,AU,166.07,64.1
55,W,01:56:10,04:04:54,AU,145.06,46.2
56,M,01:53:56,04:04:54,IT,167.66,62.4
32,M,01:56:47,04:04:54,DE,160.64,63.6
42,M,01:47:34,04:04:54,AU,164.44,62.2
43,M,01:52:46,04:04:54,DE,164.59,67.2
43,W,01:50:54,04:04:55,DE,154.97,56.9
46,M,01:45:52,04:04:55,DE,161.66,64.9
31,M,01:49:19,04:04:55,IT,163.4,79.9
41,M,01:45:45,04:04:55,IT,166.06,64.3
31,M,01:49:17,04:04:55,AU,167.55,60.7
50,M,01:49:01,04:04:55,IT,161.36,63.6
42,M,01:49:10,04:04:55,DE,161.44,67.6
47,M,01:47:13,04:04:56,AU,166.75,63.3
50,M,01:42:49,04:04:56,DE,162.14,64.2
53,M,01:56:11,04:04:57,IT,162.76,63.6
47,M,01:44:09,04:04:57,AU,160.45,79.3
34,W,01:50:52,04:04:57,AU,145.46,41.9
33,M,01:52:44,04:04:57,DE,164.42,67.5
43,M,01:44:27,04:04:56,AU,164.04,72.7
21,M,01:44:52,04:04:56,IT,167.26,61
19,W,01:46:39,04:04:56,AU,145.66,49.3
25,W,01:45:29,04:04:59,AU,145.66,41.7
23,M,01:46:20,04:05:00,DE,169.66,93.3
24,W,01:49:34,04:05:00,DE,154.61,59.7
36,W,01:52:35,04:05:01,DE,156.24,56
57,M,01:49:51,04:05:01,DE,167.21,91.7
40,M,01:46:37,04:05:01,DE,163.9,64.9
22,M,01:50:16,04:05:02,IT,160.44,61
30,M,01:49:50,04:05:02,DE,169.67,61.2
39,M,01:52:46,04:05:02,IT,161.23,61.1
39,M,01:39:11,04:05:03,IT,160.26,76.6
31,W,01:46:03,04:05:03,AU,144.45,41.4
41,M,01:49:46,04:05:03,AU,160.14,63.5
41,M,01:52:00,04:05:03,AU,162.66,61.5
26,W,01:51:30,04:05:03,AU,142.9,41.1
57,W,01:56:27,04:05:03,AU,145.24,49.6
43,M,01:49:00,04:05:03,DE,169.55,90.7
36,M,01:43:43,04:05:04,DE,163.79,67.9
37,M,01:46:13,04:05:04,DE,160.55,66.6
45,M,01:49:55,04:05:04,DE,161.45,63.6
32,W,01:51:09,04:05:04,DE,153.34,62.6
30,M,01:40:06,04:05:04,DE,163.22,91.3
40,M,01:46:03,04:05:04,DE,163.41,64.4
46,M,01:43:14,04:05:04,IT,161.74,67.5
40,M,01:50:10,04:05:05,DE,161.4,60.9
37,M,01:51:09,04:05:05,AU,161.69,77.3
53,W,01:49:40,04:05:05,DE,154.72,60.6
33,W,01:49:17,04:05:05,DE,155.7,56.4
51,M,01:46:07,04:05:06,DE,160.01,60.9
56,M,01:46:14,04:05:06,DE,163.61,67.6
56,M,01:36:52,04:05:06,DE,167.56,66.4
46,M,01:56:16,04:05:06,DE,163.04,65.5
37,M,01:44:46,04:05:06,AU,169.61,64.6
41,M,01:42:53,04:05:07,IT,161.31,79.9
26,W,01:46:26,04:05:07,DE,156.25,57.6
45,W,01:47:45,04:05:07,AU,145.77,46.2
55,M,01:37:06,04:05:06,IT,160.32,65.9
40,W,01:55:43,04:05:06,AU,144.92,46.1
59,M,01:49:17,04:05:06,IT,164.6,79.6
57,M,01:46:55,04:05:06,IT,163.16,61
59,M,01:47:24,04:05:09,AU,164.95,61.2
30,W,01:46:29,04:05:09,DE,154.49,56.3
39,W,01:54:40,04:05:10,DE,154.71,62.7
37,W,01:56:30,04:05:10,AU,144.71,46.5
54,M,01:49:49,04:05:10,IT,160.11,60.1
37,M,01:53:59,04:05:10,DE,166.45,91.3
66,M,01:46:47,04:05:10,AU,167.66,74.6
40,M,01:46:46,04:05:11,DE,165.33,62.2
36,M,01:43:16,04:05:11,AU,165.96,79
51,M,01:53:17,04:05:11,DE,162.6,65.1
43,M,01:54:55,04:05:11,AU,167.06,76.7
32,W,01:49:24,04:05:13,IT,155.36,44.6
39,M,01:45:45,04:05:14,DE,166.69,65.3
34,M,01:51:46,04:05:14,DE,162.75,92.6
25,M,01:53:26,04:05:15,AU,166.31,64.7
43,M,01:46:59,04:05:15,AU,167.07,62.6
37,M,01:51:27,04:05:15,IT,164.47,62.2
39,M,01:40:21,04:05:16,DE,162.2,67.2
46,W,01:50:09,04:05:16,DE,154.33,57.6
47,M,01:47:36,04:05:16,DE,163.51,63.4
40,M,01:43:06,04:05:17,IT,161.59,65.6
55,M,01:47:52,04:05:17,IT,164.53,61.6
23,W,01:49:46,04:05:16,IT,154.92,46.9
43,W,01:53:25,04:05:16,IT,153.06,49.2
31,W,01:59:03,04:05:16,DE,155.77,53.5
36,M,01:45:46,04:05:16,IT,163.16,62.4
45,M,01:52:56,04:05:19,IT,169.97,65.7
51,W,01:56:33,04:05:19,DE,155.1,57.9
43,M,01:46:22,04:05:19,DE,166.16,67.7
36,M,01:45:16,04:05:19,IT,160.66,64.7
40,W,01:44:04,04:05:19,DE,155.64,59.7
39,W,01:53:04,04:05:20,DE,154.75,57.1
27,M,01:46:49,04:05:20,DE,160.43,90.7
44,M,01:52:32,04:05:21,DE,162.16,62.3
51,M,01:47:06,04:05:21,AU,167.94,62.2
52,M,01:46:36,04:05:21,AU,160.14,76.7
53,M,01:49:16,04:05:21,IT,163.64,63.6
30,M,01:46:03,04:05:22,DE,163.1,64.5
36,M,01:43:00,04:05:22,AU,161.56,61.5
51,M,01:52:11,04:05:22,DE,160.54,91.1
25,W,01:46:19,04:05:23,DE,155.12,59.4
29,M,01:46:53,04:05:23,AU,167.02,79.2
31,M,01:50:51,04:05:23,AU,162.14,62.7
31,M,01:50:41,04:05:23,AU,169.34,61.4
36,W,01:55:06,04:05:24,IT,153.96,46.5
39,W,01:59:19,04:05:24,DE,153.29,61.5
36,M,01:50:47,04:05:25,DE,161.55,65.6
33,M,01:44:47,04:05:25,IT,164.63,77.9
32,W,01:43:53,04:05:25,DE,155.16,57.1
43,M,01:47:36,04:05:26,DE,162.04,62.6
51,M,01:47:44,04:05:26,AU,162.26,79.7
43,W,01:56:04,04:05:26,AU,144.93,41.2
44,M,01:47:12,04:05:26,AU,165.99,63.6
53,M,01:49:16,04:05:27,AU,166.3,63.3
50,W,01:50:22,04:05:27,AU,142.39,41.2
47,M,01:39:36,04:05:27,AU,161.35,67.4
36,M,01:49:30,04:05:27,AU,166.49,77.6
31,M,01:53:12,04:05:26,IT,166.61,79
26,M,01:46:20,04:05:26,DE,162.56,66.1
41,M,01:43:59,04:05:29,IT,161.6,63.4
54,W,01:55:46,04:05:30,AU,144.61,41.5
39,M,01:51:39,04:05:30,IT,161.69,63.1
37,M,01:45:20,04:05:32,IT,166.22,64.1
61,M,01:46:36,04:05:32,DE,164.14,67.4
46,W,01:45:54,04:05:32,IT,156.74,49
42,M,01:42:32,04:05:33,DE,161.07,67.6
45,M,01:47:46,04:05:33,IT,166.4,60.2
31,M,01:51:22,04:05:33,DE,163.42,66.6
36,M,01:51:01,04:05:34,DE,162.36,62.5
26,M,01:55:56,04:05:34,IT,163.76,60.6
47,M,02:00:13,04:05:36,DE,165.13,93.7
36,M,01:54:26,04:05:36,AU,164.73,64.2
32,M,01:52:56,04:05:37,AU,160.5,79.1
40,M,01:50:15,04:05:37,AU,169.05,76.5
56,M,01:51:31,04:05:37,IT,161.06,62
34,M,01:46:09,04:05:37,DE,164.29,67.5
41,M,01:49:20,04:05:36,IT,166.26,62.7
46,M,01:45:24,04:05:36,IT,166.23,66.2
34,M,01:46:56,04:05:36,DE,160.54,62.1
53,M,01:46:56,04:05:36,IT,165.45,64.1
27,M,01:49:13,04:05:36,AU,161.27,79.9
30,M,01:44:56,04:05:36,DE,163.05,90.1
37,M,01:52:01,04:05:39,IT,166.5,67.6
39,M,01:47:47,04:05:39,DE,160.61,91
25,W,01:56:59,04:05:40,IT,155.06,50.1
46,M,01:50:53,04:05:40,AU,160.15,67.6
53,M,01:43:47,04:05:40,IT,166.53,64.9
26,M,01:50:46,04:05:41,IT,160.04,64.1
30,M,01:51:59,04:05:42,AU,161.02,64.6
44,M,01:50:02,04:05:42,AU,160.41,61.3
51,M,01:50:45,04:05:42,AU,162.56,62.6
31,M,01:46:04,04:05:42,IT,166.65,61.5
27,M,01:52:42,04:05:43,AU,165.1,64.9
53,M,01:49:27,04:05:44,AU,169.32,62.5
45,W,01:56:34,04:05:44,AU,145.65,46.3
46,M,01:50:10,04:05:45,IT,165.96,60.3
41,M,01:52:27,04:05:46,IT,163.16,60.2
40,M,01:54:53,04:05:46,AU,164.2,64.5
30,W,01:50:43,04:05:46,IT,156.34,52.3
26,W,01:52:57,04:05:47,DE,154.44,60.4
46,M,01:59:31,04:05:47,IT,162.3,65
46,M,02:00:47,04:05:46,DE,160.6,91
41,M,01:44:56,04:05:49,IT,165.14,64.6
47,M,01:51:16,04:05:49,IT,169.7,79.6
29,M,01:50:51,04:05:50,AU,166.25,65
30,W,01:56:25,04:05:50,AU,145.42,41.5
37,M,01:52:29,04:05:52,DE,162.59,62.5
