age,gender,split,final,nationality,size,weight
43,M,01:48:00,03:56:51,IT,168.03,81.2
23,W,01:48:38,03:56:51,AU,142.69,49.2
37,M,01:55:29,03:56:51,AU,169.85,81.2
33,M,01:52:19,03:56:51,IT,172.36,81.6
37,M,01:40:29,03:56:52,DE,183.44,85.9
34,M,01:44:16,03:56:52,IT,176.86,88.9
35,M,01:52:45,03:56:52,AU,173.98,79.8
32,M,01:42:53,03:56:52,DE,183.14,89.9
22,M,01:44:55,03:56:52,IT,175.07,85.6
34,W,01:44:02,03:56:53,IT,153.78,48.8
33,M,01:51:27,03:56:53,IT,174.67,76.4
45,W,01:45:49,03:56:53,IT,157.55,45.5
36,M,01:44:38,03:56:53,AU,172.05,84.8
19,M,01:39:39,03:56:54,DE,179.68,86.8
62,M,01:45:14,03:56:54,DE,184.16,83.1
23,M,01:51:05,03:56:54,DE,181.84,87.3
38,M,01:44:08,03:56:55,IT,173.91,83.2
25,W,01:45:26,03:56:55,AU,146.13,46
29,M,01:48:00,03:56:55,DE,179.16,88
39,M,01:46:18,03:56:56,IT,171.44,84.3
37,M,01:46:33,03:56:56,AU,173.97,74.6
40,M,01:43:55,03:56:56,IT,173.24,74
35,M,01:40:19,03:56:56,DE,181.5,84.1
27,M,01:48:12,03:56:56,DE,180.47,88
43,M,01:51:01,03:56:57,AU,171.15,80
25,M,01:39:23,03:56:57,AU,177.98,77.2
43,W,01:49:31,03:56:58,DE,153.32,61.8
25,M,01:44:06,03:56:58,AU,169.88,84.2
56,M,01:50:02,03:56:58,IT,166.77,78.5
26,M,01:54:12,03:56:58,DE,179.78,88.6
55,M,01:49:23,03:56:58,IT,174.45,78.7
35,W,01:50:38,03:56:59,DE,155.1,62.2
29,M,01:50:50,03:56:59,AU,172.75,87.7
37,M,01:53:32,03:57:00,DE,181.65,86.4
30,M,01:42:37,03:57:00,IT,175.71,80.9
38,M,01:46:08,03:57:00,IT,171.81,79.1
61,W,01:44:33,03:57:00,AU,144.91,49.8
52,M,01:33:23,03:57:01,IT,175.56,82.9
33,M,01:44:37,03:57:01,AU,170.08,80.4
58,M,01:47:00,03:57:01,IT,166.79,82.6
28,M,01:41:46,03:57:02,IT,178.59,84.8
33,M,01:45:27,03:57:02,AU,177.57,80.5
46,W,01:53:20,03:57:02,AU,145.49,49.2
51,W,01:56:39,03:57:03,IT,156.22,48.1
25,W,01:47:30,03:57:03,AU,144.7,47.8
43,M,01:49:18,03:57:04,DE,180.71,84.9
38,M,01:43:49,03:57:04,DE,180.89,86.1
45,M,01:45:17,03:57:04,IT,171.61,85.3
31,M,01:53:45,03:57:05,DE,183.96,81.3
23,M,01:47:33,03:57:06,AU,174.42,79.5
45,M,01:41:43,03:57:06,AU,168.67,85.7
41,M,01:54:49,03:57:07,AU,168.4,84.3
30,W,01:44:50,03:57:07,DE,155.43,58.4
38,M,01:35:17,03:57:07,DE,177.81,89.7
30,W,01:53:34,03:57:07,IT,153.63,51.4
41,W,01:47:28,03:57:08,IT,154.97,48.4
44,M,01:48:21,03:57:08,IT,162.55,85.6
42,M,01:42:32,03:57:08,AU,169.21,80.5
46,M,01:51:25,03:57:08,DE,180.61,87.8
39,M,01:39:27,03:57:08,DE,180.31,89.4
42,M,01:44:07,03:57:09,IT,174.42,82.4
41,M,01:47:42,03:57:09,DE,181.77,87
31,W,01:52:21,03:57:09,IT,152.68,48.1
45,M,01:51:33,03:57:09,IT,163.87,82.3
31,M,01:50:26,03:57:10,AU,169.05,79.3
47,W,01:47:51,03:57:10,IT,154.92,49.3
38,M,01:52:27,03:57:10,IT,175.79,81.7
55,M,01:52:37,03:57:12,DE,181.75,85.9
40,M,01:57:21,03:57:12,DE,180.73,87.2
34,M,01:41:21,03:57:12,DE,180.84,86.1
45,M,01:39:07,03:57:13,AU,170.28,79.7
43,M,01:44:23,03:57:13,IT,180.82,81.3
34,M,01:45:14,03:57:13,DE,181.17,84.1
40,M,01:44:37,03:57:13,AU,172.33,81.5
48,M,01:42:08,03:57:14,AU,168.89,81.5
53,M,01:51:28,03:57:14,DE,181.73,85.6
34,M,01:43:38,03:57:15,AU,172.36,82.8
45,M,01:48:35,03:57:15,IT,178,79.9
25,W,01:51:12,03:57:15,IT,155.33,49.4
35,M,01:51:48,03:57:15,DE,182.1,85.7
35,M,01:44:39,03:57:15,AU,178.81,83.2
53,M,01:38:49,03:57:15,DE,184.58,85.7
38,M,01:53:51,03:57:16,IT,172.3,79.2
42,M,01:44:56,03:57:16,DE,181.45,87.1
31,M,01:37:21,03:57:16,DE,181.67,87.4
41,W,01:47:53,03:57:17,IT,156.56,46.8
36,M,01:50:44,03:57:17,AU,171.63,80.3
24,M,01:46:32,03:57:17,DE,183.04,89.1
49,M,01:45:21,03:57:17,DE,184.13,84.9
51,M,01:55:34,03:57:18,DE,181.29,92.4
39,M,01:44:54,03:57:18,DE,181.82,86.5
48,M,01:36:56,03:57:18,DE,182.86,84.5
46,M,01:45:42,03:57:18,DE,182.07,92.1
34,M,01:49:28,03:57:18,DE,179.33,89.2
31,W,01:48:48,03:57:18,IT,156.19,47.6
50,M,01:47:16,03:57:19,IT,172.74,80.1
42,M,01:46:21,03:57:20,DE,181.46,82.6
46,M,01:40:44,03:57:20,DE,180.27,92.3
29,W,01:48:33,03:57:20,IT,156.65,50
42,M,01:37:54,03:57:21,DE,179.15,89.1
32,M,01:54:48,03:57:21,AU,169.09,80.1
66,M,01:46:40,03:57:21,DE,182.8,91.6
36,W,01:49:33,03:57:21,AU,146.32,48.3
28,M,01:38:15,03:57:22,AU,182.54,81.6
49,M,01:43:11,03:57:22,IT,165.16,87
49,M,01:39:16,03:57:22,AU,178.07,83.3
38,M,01:39:10,03:57:23,AU,171.93,86.3
34,W,01:46:34,03:57:23,AU,144.29,46.6
46,M,01:50:41,03:57:23,DE,181.28,87.5
37,M,01:50:05,03:57:24,IT,181.72,84
39,W,01:47:13,03:57:24,AU,143.74,46.2
45,M,01:45:11,03:57:24,DE,183.8,89.1
30,W,01:44:32,03:57:25,IT,155.55,49.4
41,M,01:43:05,03:57:25,IT,177.08,84.2
39,M,01:49:53,03:57:25,DE,182.1,85.6
44,M,01:48:58,03:57:25,IT,175.09,78.3
44,M,01:48:33,03:57:25,AU,172.39,82.9
46,M,01:44:49,03:57:26,IT,167.73,85.3
34,M,01:49:18,03:57:26,AU,177.27,86.3
42,W,01:50:12,03:57:27,IT,154.76,47
49,M,01:45:56,03:57:27,DE,180.76,89.2
47,M,01:48:56,03:57:27,IT,176.06,84.9
29,M,01:42:21,03:57:27,DE,183.84,89.6
42,M,01:41:58,03:57:28,IT,171.74,77.7
42,M,01:49:00,03:57:28,IT,168.57,80.1
28,M,01:52:24,03:57:28,DE,185.79,87
50,M,01:47:52,03:57:28,AU,171.53,78.1
40,M,01:45:18,03:57:29,DE,181.84,84.2
39,W,01:50:23,03:57:29,DE,156.28,60.5
28,W,01:58:18,03:57:30,IT,155.01,53.2
33,W,01:44:08,03:57:30,AU,143.16,45.7
28,M,01:52:14,03:57:30,AU,170.8,78.9
31,M,01:42:09,03:57:32,DE,184.53,81.8
52,M,01:43:38,03:57:32,IT,175.99,80.5
27,W,01:51:14,03:57:32,AU,145.2,45.6
34,M,01:50:40,03:57:33,AU,178.45,80.8
44,M,01:43:46,03:57:34,AU,170.57,83.4
27,M,01:47:03,03:57:34,AU,169.42,85.4
34,W,01:52:00,03:57:34,IT,154.25,47.3
29,M,01:38:42,03:57:34,IT,177.29,86.4
30,W,01:56:04,03:57:34,AU,143.86,47.4
50,M,01:54:53,03:57:34,AU,173.57,75.7
38,W,01:56:27,03:57:35,AU,146.33,47.7
41,M,01:47:10,03:57:36,DE,182.35,85.7
46,M,01:50:12,03:57:36,DE,183.61,86.6
49,M,01:54:55,03:57:36,AU,175.73,79.7
26,W,01:45:04,03:57:37,DE,154.83,62.9
30,W,01:49:45,03:57:37,AU,146.06,46.3
47,M,01:47:38,03:57:37,DE,181.92,84.5
40,M,01:46:36,03:57:37,IT,168.34,83.1
32,M,01:52:16,03:57:37,AU,179.5,81.9
25,M,01:42:39,03:57:37,IT,167.25,78.9
39,M,01:43:59,03:57:37,IT,167.79,80.7
44,M,01:55:27,03:57:38,DE,181.81,84.6
52,M,01:45:25,03:57:38,IT,169.45,85.1
45,W,01:45:00,03:57:38,DE,155.45,59.1
44,M,01:46:36,03:57:38,DE,179.05,85.2
26,M,01:42:01,03:57:38,IT,159.21,85.8
50,M,01:40:07,03:57:39,IT,173.23,86.9
42,M,01:41:33,03:57:39,AU,169.51,81.8
39,M,01:44:53,03:57:39,DE,184.84,89.2
34,W,01:52:02,03:57:39,DE,153.7,55.7
38,M,01:54:36,03:57:40,AU,179.59,83.6
25,M,01:44:50,03:57:40,AU,167.93,79.1
42,M,01:48:26,03:57:40,AU,181.5,80.5
55,M,01:49:20,03:57:40,IT,172.82,82.6
33,W,01:49:17,03:57:40,IT,154.62,46
42,W,01:53:03,03:57:40,AU,144.34,44.3
41,W,01:54:55,03:57:41,AU,145.41,44.6
44,M,01:54:29,03:57:41,DE,181.55,87
44,W,01:46:36,03:57:41,DE,154.79,60.2
34,M,01:47:00,03:57:42,IT,169.17,83.3
46,M,01:43:41,03:57:43,DE,179.68,93.1
33,W,01:43:24,03:57:43,DE,154.54,57.8
27,M,01:43:01,03:57:43,AU,173.78,83.9
52,M,01:58:10,03:57:43,DE,184.52,85.3
27,W,01:42:30,03:57:43,DE,153.42,56.4
25,M,01:43:35,03:57:43,DE,181.47,91.1
41,M,01:43:42,03:57:44,DE,179.41,85.2
23,W,01:46:50,03:57:44,DE,156.11,61.5
29,M,01:49:47,03:57:44,DE,183.33,85.5
43,M,01:48:04,03:57:44,IT,180.86,81.6
32,W,01:43:48,03:57:44,AU,143.4,48.4
36,M,01:51:00,03:57:45,IT,172.62,82.8
43,M,01:46:01,03:57:45,DE,182.09,88
50,M,01:46:22,03:57:46,IT,169.12,80.7
30,M,01:46:59,03:57:46,IT,173.85,81.8
41,M,01:48:37,03:57:46,IT,167.37,86.6
36,M,01:48:13,03:57:46,IT,170.37,79.3
55,M,01:51:42,03:57:47,AU,161.07,78.7
35,M,01:56:11,03:57:47,AU,187.36,81.9
34,M,01:47:33,03:57:47,IT,176.4,87.5
33,M,01:46:06,03:57:48,AU,175.72,83.6
50,M,01:53:43,03:57:48,AU,162.05,77.8
36,W,01:49:57,03:57:49,DE,153.55,56.1
34,M,01:49:49,03:57:49,DE,180.89,89.1
46,M,01:43:25,03:57:49,DE,184.2,87.3
49,M,01:50:40,03:57:50,DE,175.45,80
26,M,01:51:11,03:57:50,AU,173.01,79.1
31,M,01:46:18,03:57:50,AU,175.04,77.2
40,W,01:47:30,03:57:51,DE,155.61,58.6
27,M,01:45:19,03:57:51,IT,158.02,81.9
26,M,01:41:27,03:57:51,DE,183.42,92.1
39,M,01:48:36,03:57:51,DE,179.63,85.1
35,M,01:52:23,03:57:51,DE,180.43,86
34,M,01:47:16,03:57:51,IT,170.94,82.6
26,W,01:51:00,03:57:53,AU,144.78,48.4
55,M,01:47:07,03:57:53,IT,183.37,87.7
49,W,01:47:46,03:57:53,DE,154.92,60.7
34,M,01:45:32,03:57:53,IT,174.59,79.5
46,M,01:46:10,03:57:53,IT,175.44,81
41,M,01:44:37,03:57:55,IT,170.67,77.6
43,M,01:59:26,03:57:55,DE,183.51,80.4
27,W,01:51:14,03:57:56,AU,144.67,47
31,M,01:41:16,03:57:56,DE,181.36,91.7
52,M,01:42:20,03:57:56,AU,173.44,82.7
33,W,01:46:20,03:57:56,IT,153.19,49.5
26,M,01:46:12,03:57:57,DE,183.63,87.4
55,M,01:43:01,03:57:57,AU,180.98,80.5
34,M,01:54:34,03:57:57,AU,187.18,82.1
29,W,01:48:29,03:57:58,IT,155.79,45.8
46,W,01:54:22,03:57:58,AU,144.07,49.3
27,W,01:42:43,03:57:58,AU,145.95,49.5
39,M,01:38:32,03:57:58,AU,173.84,83.2
44,M,01:42:06,03:57:59,IT,172.73,79
27,M,01:45:16,03:57:59,DE,183.28,87.1
38,M,01:50:19,03:58:00,AU,167.44,83.7
31,M,01:53:36,03:58:00,AU,172.41,86.3
43,M,01:42:46,03:58:00,AU,176.02,86.4
37,M,01:47:51,03:58:00,DE,186.11,90
34,M,01:48:45,03:58:00,IT,170.03,84.5
40,W,01:51:43,03:58:00,AU,145.71,48.5
39,M,01:48:22,03:58:00,AU,172.63,82.8
36,M,01:48:39,03:58:01,IT,172.3,83.1
45,M,01:45:14,03:58:01,IT,171.15,83.1
33,M,01:45:08,03:58:02,DE,179.26,82.6
53,M,01:44:45,03:58:02,IT,169.75,76.7
32,M,01:35:14,03:58:02,AU,174.62,77.4
37,M,01:49:03,03:58:02,DE,180.53,85
36,W,01:49:24,03:58:02,AU,144.98,44.4
52,M,01:54:40,03:58:02,DE,179.26,86.5
33,W,01:54:03,03:58:03,IT,154.8,46.4
36,W,01:53:23,03:58:03,AU,144.86,48.3
24,M,01:36:04,03:58:03,AU,170.85,87.3
30,M,01:54:13,03:58:03,AU,168.05,77.1
30,W,01:46:42,03:58:04,AU,145.57,47.9
29,M,01:57:32,03:58:04,DE,183.18,87.2
34,M,01:41:43,03:58:04,DE,183.26,87
27,M,01:54:27,03:58:04,AU,176.35,79.6
27,M,01:46:51,03:58:04,AU,172.24,76.5
43,M,01:44:19,03:58:05,AU,176.78,88.1
24,M,01:51:10,03:58:05,DE,185.06,89.4
38,M,01:39:42,03:58:05,DE,182.52,84.2
34,M,01:55:26,03:58:05,DE,178.49,95.1
38,M,01:37:54,03:58:05,AU,171.69,82.3
38,W,01:46:12,03:58:06,DE,155.92,57.7
30,W,01:45:42,03:58:06,IT,155.53,46.7
41,M,01:48:11,03:58:07,AU,171.99,81.8
30,W,01:56:30,03:58:07,DE,153.05,60.3
31,M,01:40:37,03:58:08,IT,171.03,86.4
58,M,01:57:06,03:58:08,AU,166.04,78.6
38,M,01:45:32,03:58:08,AU,176.13,80.3
43,M,01:46:26,03:58:08,DE,181.17,84.3
38,W,01:55:11,03:58:08,AU,145.32,47.9
45,M,01:43:47,03:58:09,AU,169.03,86.2
49,M,01:45:32,03:58:09,AU,179.2,79.3
37,M,01:56:08,03:58:09,DE,180.27,86.1
30,M,01:37:40,03:58:09,AU,173.11,88.5
39,M,01:38:18,03:58:09,IT,166.19,81.7
43,M,01:53:14,03:58:09,IT,176.48,82.4
40,M,01:45:32,03:58:10,IT,179.46,80.3
34,M,01:45:39,03:58:10,AU,182.67,87.4
52,M,01:44:47,03:58:10,AU,177.9,80.7
40,M,01:52:33,03:58:11,DE,182.96,81.9
38,M,01:50:04,03:58:11,AU,171.72,81.9
31,M,01:54:43,03:58:11,DE,181.03,87.5
25,M,01:44:57,03:58:12,IT,170.45,81.9
56,M,01:46:25,03:58:12,AU,172.57,80
40,M,01:49:19,03:58:13,DE,180.31,82.6
34,M,01:50:48,03:58:14,IT,173.76,79.4
31,M,01:50:30,03:58:14,DE,182.54,85.5
41,M,01:45:59,03:58:15,AU,169.33,79
47,M,01:50:05,03:58:15,IT,176.08,85.8
38,M,01:44:33,03:58:15,IT,172.46,79
31,M,01:43:35,03:58:15,DE,181.97,89.1
28,M,01:49:36,03:58:16,IT,174.8,85.6
27,M,01:46:57,03:58:16,AU,175.79,77.8
22,M,01:45:18,03:58:16,DE,183.89,86.5
41,W,01:55:09,03:58:16,DE,156.85,56
34,M,01:45:44,03:58:16,AU,174,78.8
37,M,01:48:39,03:58:16,IT,167.31,77.6
37,W,01:51:19,03:58:17,AU,145.29,47.6
25,M,01:34:10,03:58:17,AU,168.73,85.6
40,M,01:50:58,03:58:18,IT,166.87,83.8
21,M,01:39:10,03:58:18,AU,165.69,78.3
40,M,01:44:41,03:58:19,IT,178.56,83.9
37,M,01:35:57,03:58:19,AU,171.52,83.4
48,M,01:46:50,03:58:20,IT,183.75,78.4
28,M,01:43:56,03:58:20,IT,176.43,80.6
29,W,01:43:46,03:58:20,IT,155.45,47.9
42,W,01:55:26,03:58:20,DE,155.14,56.2
42,M,01:38:34,03:58:21,IT,160.86,82
51,M,01:55:01,03:58:21,AU,182.3,86
42,M,01:43:09,03:58:21,IT,170.37,78.8
24,W,01:43:36,03:58:22,AU,145.04,51.8
41,M,01:47:37,03:58:22,AU,184.91,82.3
51,M,01:55:38,03:58:23,AU,163.17,76.1
37,M,01:36:56,03:58:23,DE,183.62,86.9
44,M,01:46:44,03:58:23,IT,165.8,85.4
62,M,01:51:46,03:58:23,AU,166.73,80.9
41,M,01:47:10,03:58:24,IT,177.06,83
29,M,01:43:41,03:58:24,DE,183.82,89.7
42,M,01:41:15,03:58:24,DE,180.59,91.8
29,W,01:44:49,03:58:24,AU,147.59,45.2
23,M,01:41:46,03:58:24,DE,183.77,88.4
32,M,01:47:52,03:58:26,IT,178.59,78.1
37,M,01:44:40,03:58:27,IT,176.33,81.8
52,M,01:53:26,03:58:27,IT,171.31,77.6
35,M,01:44:08,03:58:28,IT,171.78,81.7
31,M,01:54:54,03:58:28,DE,182.53,92.3
51,M,01:46:02,03:58:28,DE,182.69,88.5
36,M,01:38:24,03:58:28,DE,179.74,88.2
31,M,01:46:25,03:58:29,DE,182.66,89.7
21,M,01:40:38,03:58:29,IT,163.76,76.9
38,M,01:44:07,03:58:29,IT,165.79,85.4
40,M,01:45:12,03:58:29,IT,172.17,84.4
28,M,01:41:40,03:58:29,IT,169.44,82
42,M,01:46:00,03:58:29,DE,180.6,90.2
39,M,01:56:18,03:58:30,IT,180.51,82
47,W,01:46:06,03:58:30,DE,155.03,58.1
36,W,01:47:25,03:58:31,DE,155.06,54.9
59,M,01:44:19,03:58:32,DE,175.83,83.3
44,M,01:59:36,03:58:32,AU,165.15,78.7
41,M,01:49:14,03:58:33,IT,170.37,81.5
36,M,01:50:38,03:58:33,DE,182.19,84.3
35,M,01:55:38,03:58:33,IT,174.4,85.7
40,W,01:42:43,03:58:34,DE,155.85,60.1
42,M,01:51:22,03:58:34,AU,171.8,80.3
37,M,01:39:16,03:58:34,DE,187.72,82
56,M,01:48:14,03:58:34,DE,182.31,92.2
46,M,01:49:55,03:58:35,DE,183.95,92
37,M,01:49:50,03:58:35,DE,178.84,89.3
46,M,01:52:56,03:58:35,DE,183.13,83.2
40,M,01:45:44,03:58:36,DE,178.4,83.5
43,M,01:42:56,03:58:36,IT,174.98,79
43,W,01:58:31,03:58:37,IT,154.83,51
31,M,01:49:21,03:58:37,IT,178.49,82.2
53,M,01:55:10,03:58:37,IT,181.32,83.1
44,M,01:41:50,03:58:38,DE,180.12,88.3
46,W,01:53:39,03:58:38,DE,156.35,60
47,W,01:48:05,03:58:39,IT,154.15,47.2
32,M,01:44:19,03:58:39,AU,174.3,82.4
22,W,01:50:48,03:58:39,DE,155.63,57.2
37,M,01:47:05,03:58:39,AU,181.05,80.8
28,M,01:44:15,03:58:39,IT,178.1,83.5
33,M,01:38:33,03:58:39,IT,173.96,82.9
35,M,01:53:56,03:58:40,IT,171.7,81.4
38,M,01:45:17,03:58:40,AU,169.34,86.8
47,M,01:37:53,03:58:41,AU,167.11,85.8
48,M,01:43:12,03:58:41,AU,177.88,79.8
43,M,01:56:11,03:58:41,DE,180.81,84.9
42,M,01:57:11,03:58:41,DE,182.08,85.8
33,M,01:57:41,03:58:42,IT,173.88,83.3
25,W,01:47:19,03:58:42,AU,144.61,47.3
37,M,01:51:20,03:58:42,AU,173.39,82.4
65,M,01:50:44,03:58:42,DE,184.17,89.2
35,W,01:51:28,03:58:43,AU,143.51,51.9
34,W,01:45:37,03:58:43,IT,153.66,48.7
43,M,01:43:53,03:58:43,AU,174.14,80.4
58,M,01:45:53,03:58:44,DE,185.05,91.7
48,M,01:48:00,03:58:44,DE,185.19,90.4
41,W,01:45:13,03:58:45,IT,156.79,47.6
32,M,01:42:44,03:58:45,DE,179.32,89
22,M,01:43:49,03:58:45,AU,177.91,85.3
42,M,01:48:55,03:58:45,IT,178.14,77.3
58,M,01:47:57,03:58:45,DE,180.8,84.2
29,W,01:46:27,03:58:45,AU,144.52,49.9
46,M,01:42:07,03:58:45,DE,182.47,87.6
50,M,01:50:19,03:58:46,IT,174.9,83.4
30,M,01:51:02,03:58:46,AU,165.98,83.8
59,M,01:48:06,03:58:46,IT,173.48,83.4
36,M,01:51:01,03:58:46,IT,173.85,82.3
26,M,01:39:42,03:58:46,IT,178.92,78.4
19,W,01:45:07,03:58:46,DE,155.63,60.2
55,M,01:48:52,03:58:46,IT,172.41,84.3
38,M,01:32:54,03:58:46,AU,170.47,81.2
59,M,01:41:14,03:58:46,DE,179.21,85
42,M,01:44:15,03:58:47,DE,181.66,86.8
46,M,01:47:04,03:58:48,DE,182.34,89.4
54,M,01:46:22,03:58:48,IT,176.8,80.1
38,M,01:42:47,03:58:49,AU,176.67,82.3
46,M,01:47:29,03:58:49,AU,167.72,82.7
32,M,01:45:40,03:58:49,IT,180.09,82.7
63,M,01:49:17,03:58:50,AU,169.06,84.7
48,M,01:57:12,03:58:50,AU,173.67,81.3
41,M,01:47:30,03:58:50,DE,185.06,89.4
44,M,01:49:27,03:58:50,AU,175.95,86.3
45,M,01:42:29,03:58:51,IT,174.23,80.3
42,M,01:42:56,03:58:51,IT,182.57,83.1
32,W,01:46:29,03:58:51,AU,146.23,46.4
34,W,01:58:24,03:58:51,IT,155.84,47.9
59,W,01:48:12,03:58:52,AU,145.37,47.1
25,W,01:51:17,03:58:52,AU,143.14,50.6
46,M,01:48:29,03:58:52,DE,182.63,86.8
36,M,01:47:18,03:58:52,IT,164.56,86.1
34,M,01:50:21,03:58:52,AU,175.5,84.2
27,M,01:57:06,03:58:52,IT,172.37,81.1
41,W,01:53:46,03:58:52,IT,153.33,50.6
55,W,01:51:43,03:58:53,AU,144.15,48.3
37,M,01:45:33,03:58:53,DE,183.01,83.2
27,W,01:50:15,03:58:53,IT,154.68,49.4
52,M,02:01:06,03:58:54,IT,179.96,82.4
42,M,02:06:06,03:58:54,DE,181.93,90
31,M,01:41:39,03:58:54,IT,172.73,86.5
42,W,01:51:22,03:58:54,DE,155.61,56.8
54,M,01:50:16,03:58:54,IT,172.62,77.2
44,M,01:51:07,03:58:54,AU,161.99,81.8
39,M,01:40:48,03:58:55,IT,165.95,84.2
39,M,01:43:06,03:58:55,AU,172.76,80.6
27,M,01:50:03,03:58:55,IT,166.88,82.1
42,M,01:56:58,03:58:55,DE,180.71,88.6
47,M,01:46:03,03:58:55,AU,169.35,80.2
39,W,01:50:44,03:58:55,DE,155.76,56.6
60,M,01:55:52,03:58:56,AU,172.32,85
25,M,01:40:48,03:58:56,DE,180.57,84.3
28,M,01:45:54,03:58:56,DE,180.9,88.7
42,M,01:40:18,03:58:56,DE,181.61,88.1
58,M,01:45:01,03:58:57,AU,175.44,84.4
49,M,01:52:17,03:58:57,DE,180.86,84.9
42,M,01:45:39,03:58:57,AU,171.31,83.9
49,M,01:57:54,03:58:58,AU,163.75,79.5
52,M,01:43:08,03:58:58,DE,181.8,86.7
47,W,01:54:27,03:58:58,DE,156.22,59
36,W,01:47:08,03:58:58,AU,145.53,50
26,W,01:49:54,03:58:58,DE,154.61,58.1
42,W,01:46:28,03:58:59,AU,146.32,47.6
65,M,01:46:03,03:58:59,IT,172.46,76.6
35,M,01:56:17,03:58:59,IT,171.89,83.7
47,M,01:54:01,03:59:00,IT,171.97,77.2
36,M,01:55:51,03:59:00,DE,182.89,87.8
51,M,01:48:19,03:59:00,AU,173.14,79
34,M,01:47:30,03:59:00,AU,180.32,79
28,M,01:48:20,03:59:01,AU,179.1,80.9
27,M,01:44:36,03:59:01,DE,186.83,90.9
38,M,01:47:36,03:59:01,DE,183.22,82.3
39,M,01:45:09,03:59:01,DE,182.55,82.6
27,W,01:41:57,03:59:02,AU,145.6,48
37,W,01:44:41,03:59:02,DE,156.62,58
40,M,01:45:21,03:59:03,AU,178.59,85.5
26,M,01:56:03,03:59:04,DE,179.07,77.8
45,M,01:50:45,03:59:04,DE,182.61,89.7
55,M,01:49:24,03:59:04,AU,179.3,84
44,W,01:47:35,03:59:04,DE,154.04,60.9
41,M,01:45:21,03:59:04,IT,172.79,77.2
42,M,01:51:23,03:59:04,DE,180.1,85
37,M,01:50:02,03:59:05,IT,164.74,79.4
60,M,01:46:15,03:59:05,AU,169.74,77.3
41,M,01:48:56,03:59:05,DE,180.98,80.7
39,M,01:45:00,03:59:06,DE,182.44,82.8
42,M,01:48:42,03:59:06,DE,180.53,89.1
47,M,01:55:43,03:59:06,AU,173.36,84.6
63,M,01:55:45,03:59:07,AU,162.87,86.7
39,M,01:56:20,03:59:08,IT,169.56,77.8
30,M,01:48:31,03:59:08,IT,171.85,81.2
54,M,01:51:26,03:59:09,IT,165.67,82.7
46,M,01:56:18,03:59:09,IT,174.32,82.6
41,M,01:50:44,03:59:09,DE,179.04,84.7
43,M,01:56:30,03:59:10,DE,180.81,80.7
37,M,01:47:18,03:59:10,DE,183.25,87.5
45,M,01:53:04,03:59:10,DE,181.41,83.1
44,M,01:59:37,03:59:10,DE,181.96,91.2
31,M,01:36:39,03:59:10,DE,181.67,89.5
44,M,01:47:02,03:59:11,AU,169.66,87.3
29,M,01:39:38,03:59:12,IT,171.89,88.2
28,M,01:58:50,03:59:12,IT,173,77.4
43,W,01:47:41,03:59:12,DE,156.33,59.4
41,M,01:46:08,03:59:13,DE,182.78,82.2
37,M,01:46:08,03:59:13,DE,180.73,83.5
38,M,01:46:30,03:59:13,DE,181.59,87
36,M,01:49:12,03:59:14,AU,177.83,83.1
37,W,01:49:29,03:59:15,AU,142.96,45.9
59,M,01:47:00,03:59:16,DE,181.57,85.4
47,M,01:52:22,03:59:16,IT,177.49,79.2
32,W,01:43:31,03:59:16,AU,146.12,51.6
41,M,01:54:13,03:59:17,IT,180.76,80.5
44,M,01:49:35,03:59:17,AU,176.05,80.8
28,M,01:50:00,03:59:18,DE,180.8,86.5
41,M,01:41:52,03:59:18,AU,179.83,84.1
44,M,01:50:01,03:59:18,AU,181.17,82
64,M,01:49:36,03:59:18,IT,172.72,83.9
57,M,01:53:09,03:59:18,IT,174.99,81.2
36,M,01:52:08,03:59:19,IT,186.96,76.4
29,W,01:53:41,03:59:20,AU,146.07,43.5
41,M,01:51:15,03:59:21,DE,182.2,81.7
50,W,01:48:02,03:59:21,DE,154.63,58.8
50,M,01:53:17,03:59:21,DE,178.99,87.8
30,M,01:52:46,03:59:22,DE,179.77,85.7
38,M,01:48:10,03:59:22,IT,172.15,87.5
47,M,01:56:43,03:59:22,DE,179.75,86.2
46,W,01:55:33,03:59:23,IT,156.7,48.8
72,M,01:52:07,03:59:23,DE,182.25,86.9
30,W,01:57:37,03:59:24,AU,143.91,46.9
23,M,01:47:18,03:59:24,AU,177.3,82.4
37,M,01:58:55,03:59:24,AU,171.22,80.5
45,W,01:56:59,03:59:24,DE,155.62,57
28,W,01:44:29,03:59:24,IT,154.33,49.1
41,M,01:53:42,03:59:25,IT,176.51,81
37,M,01:59:32,03:59:25,DE,183.06,82.2
35,W,01:45:02,03:59:25,DE,154.94,61.1
44,M,01:50:19,03:59:25,DE,180.42,92.8
53,M,01:48:43,03:59:26,IT,174.07,82.4
46,M,01:45:02,03:59:26,IT,185.68,81.2
40,M,01:51:21,03:59:26,AU,176.9,80.9
24,W,01:47:16,03:59:26,IT,156.16,46.5
30,M,01:46:41,03:59:27,IT,179.43,80
42,W,01:52:19,03:59:27,IT,155.14,48.5
48,W,01:48:48,03:59:27,AU,144.74,48.7
37,M,01:42:18,03:59:27,AU,170.94,81.7
58,M,01:45:00,03:59:27,DE,180.67,88.8
47,W,01:46:24,03:59:27,DE,155.11,59
70,M,01:45:55,03:59:28,DE,178.96,90.3
42,W,01:50:24,03:59:28,IT,154.67,51
